hop_name,location,code,ptr_lat,ptr_lon,ptr_city
janet-bckp.mx1.lon2.uk.geant.net,lon|uk,GB-ENG,51.4706,-0.461941,London
lag-2-0.rt0.lon.uk.geant.net,lon|uk,GB-ENG,51.4706,-0.461941,London
lag-4-0.rt0.ams.nl.geant.net,ams|nl,NL-NH,52.308601,4.76389,Amsterdam
ae5-0.rt1.ams.nl.geant.net,ams|nl,NL-NH,52.308601,4.76389,Amsterdam
10-2-1.bear1.Manchesteruk1.Level3.net,manchesteruk,GB,53.48095,-2.23743,Manchester
janet-ias-gw-1.lon.uk.geant.net,lon|uk,GB-ENG,51.4706,-0.461941,London
lo0-100.BSTNMA-VFTTP-361.verizon-gni.net,bstnma,,,,
BE45.clbr02.hkg12.as3491.net,hkg,HK,22.320304,114.198074,Hong Kong
be2871.ccr42.lon13.atlas.cogentco.com,lon,GB-ENG,51.4706,-0.461941,London
be12489.ccr42.par01.atlas.cogentco.com,par,FR-IDF,49.012798,2.55,Paris
be2922.rcr21.b032899-0.par01.atlas.cogentco.com,par,FR-IDF,49.012798,2.55,Paris
gi4-16.ccr01.par07.atlas.cogentco.com,par,FR-IDF,49.012798,2.55,Paris
gi0-0-0-5.nr11.b015526-1.par01.atlas.cogentco.com,par,FR-IDF,49.012798,2.55,Paris
BE40.br05.sin03.as3491.net,sin,SG-04,1.35019,103.994003,Singapore
CHOOPA-LLC.ear2.Frankfurt1.Level3.net,frankfurt,DE-HE,50.11552,8.68417,Frankfurt am Main
be2780.ccr32.mrs02.atlas.cogentco.com,mrs,FR-PAC,43.439272,5.221424,Marseille
be2919.ccr31.sin01.atlas.cogentco.com,sin,SG-04,1.35019,103.994003,Singapore
be2428.ccr51.per01.atlas.cogentco.com,per,AU-WA,-31.9403,115.967003,Perth
be2868.ccr41.lon13.atlas.cogentco.com,lon,GB-ENG,51.4706,-0.461941,London
be12497.ccr41.par01.atlas.cogentco.com,par,FR-IDF,49.012798,2.55,Paris
be2779.ccr31.mrs02.atlas.cogentco.com,mrs,FR-PAC,43.439272,5.221424,Marseille
be2914.ccr31.sin01.atlas.cogentco.com,sin,SG-04,1.35019,103.994003,Singapore
be2317.ccr41.jfk02.atlas.cogentco.com,jfk,US-NY,40.639801,-73.7789,New York
port-channel8073.ccr91.dca04.atlas.cogentco.com,dca,US-DC,38.8521,-77.037697,Washington
be8247.ccr41.dca01.atlas.cogentco.com,dca,US-DC,38.8521,-77.037697,Washington
be2112.ccr41.atl01.atlas.cogentco.com,atl,US-GA,33.6367,-84.428101,Atlanta
port-channel3009.ccr91.jan02.atlas.cogentco.com,jan,US-MS,32.311199,-90.075897,Jackson
be8121.ccr31.dfw01.atlas.cogentco.com,dfw,US-TX,32.896801,-97.038002,Dallas-Fort Worth
be3821.ccr21.elp02.atlas.cogentco.com,elp,US-TX,31.807199,-106.377998,El Paso
be5471.ccr31.phx01.atlas.cogentco.com,phx,US-AZ,33.434299,-112.012001,Phoenix
be2931.ccr41.lax01.atlas.cogentco.com,lax,US-CA,33.942501,-118.407997,Los Angeles
be3243.ccr41.lax05.atlas.cogentco.com,lax,US-CA,33.942501,-118.407997,Los Angeles
be3584.rcr51.b004747-3.lax05.atlas.cogentco.com,lax,US-CA,33.942501,-118.407997,Los Angeles
ae-15.a02.londen12.uk.bb.gin.ntt.net,londen|uk,,,,
ae-1.r23.londen12.uk.bb.gin.ntt.net,londen|uk,,,,
ae-8.r26.frnkge13.de.bb.gin.ntt.net,frnkge|de,,,,
ae-1.a02.frnkge13.de.bb.gin.ntt.net,frnkge|de,,,,
ae16.cs1.man1.uk.eth.zayo.com,man|uk,GB-ENG,53.353699,-2.27495,Manchester
ae22.cr1.lhr11.uk.eth.zayo.com,lhr|uk,GB-ENG,51.4706,-0.461941,London
ae0.cr1.cdg12.fr.zip.zayo.com,cdg|fr,FR-IDF,49.012798,2.55,Paris
ae4.cr1.cdg11.fr.zip.zayo.com,cdg|fr,FR-IDF,49.012798,2.55,Paris
ae8.mpr1.mrs1.fr.zip.zayo.com,mrs|fr,FR-PAC,43.439272,5.221424,Marseille
port-channel4.core2.par2.he.net,par,FR-IDF,49.012798,2.55,Paris
port-channel4.core4.mrs1.he.net,mrs,FR-PAC,43.439272,5.221424,Marseille
100ge0-79.core2.tpe1.he.net,tpe,TW-TAO,25.0777,121.233002,Taipei
40ge1-3.core1.lon2.he.net,lon,GB-ENG,51.4706,-0.461941,London
port-channel11.core1.ash1.he.net,ash,US-VA,39.04372,-77.48749,Ashburn
wiz-k-k.e0-7.switch1.ash2.he.net,ash,US-VA,39.04372,-77.48749,Ashburn
if-bundle-51-2.qcore1.ldn-london.as6453.net,london,GB,51.50853,-0.12574,London
if-bundle-13-2.qcore2.pye-paris.as6453.net,paris,FR,48.85341,2.3488,Paris
if-bundle-2-2.qcore1.pye-paris.as6453.net,paris,FR,48.85341,2.3488,Paris
if-bundle-22-2.qcore1.pvu-paris.as6453.net,paris,FR,48.85341,2.3488,Paris
if-bundle-12-2.qcore2.pvu-paris.as6453.net,paris,FR,48.85341,2.3488,Paris
if-bundle-56-2.qcore1.fr0-frankfurt.as6453.net,frankfurt,DE-HE,50.11552,8.68417,Frankfurt am Main
if-bundle-26-2.qcore1.f2c-frankfurt.as6453.net,frankfurt,DE-HE,50.11552,8.68417,Frankfurt am Main
BE43.br06.sin02.as3491.net,sin,SG-04,1.35019,103.994003,Singapore
e52.nyc-eqxny2-bb1.globalsecurelayer.com,nyc,,,,
e3.chi-eqxch1-bb1.globalsecurelayer.com,chi,US-IL,41.9786,-87.9048,Chicago
e51.sea-drtsea10-cr3.globalsecurelayer.com,sea,,,,
vl32-br1-cer.lon3.choopa.net,lon,GB-ENG,51.4706,-0.461941,London
ae2.3605.edge3.Singapore3.level3.net,singapore,SG,1.28967,103.85007,Singapore
ae-3.r24.sngpsi07.sg.bb.gin.ntt.net,sngpsi|sg,,,,
ae-6.r21.sydnau06.au.bb.gin.ntt.net,sydnau|au,,,,
ae-2.a00.sydnau05.au.bb.gin.ntt.net,sydnau|au,,,,
HIVELOCITY.ear4.Newark1.Level3.net,newark,US-NJ,40.73566,-74.17237,Newark
CHOOPA-LLC.ear1.LosAngeles6.Level3.net,losangeles,US-CA,34.05223,-118.24368,Los Angeles
loopback.cr1.adl1.as24516.net,adl,AU-SA,-34.945,138.531006,Adelaide
ae15.mcs1.lga5.us.zip.zayo.com,lga|us,US-NY,40.777199,-73.872597,New York
ge0-0-0-814.v4sjc9.acsdataglobal.net,sjc,US-CA,37.362598,-121.929001,San Jose
port-channel8.core2.nyc4.he.net,nyc,US-NY,40.639801,-73.7789,New York
port-channel1.core3.ash1.he.net,ash,US-VA,39.04372,-77.48749,Ashburn
100ge0-39.core2.xrs1.he.net,xrs,,,,
rackcorp.e0-45.switch2.xrs1.he.net,xrs,,,,
be2971.rcr51.lon17.atlas.cogentco.com,lon,GB-ENG,51.4706,-0.461941,London
et-3-1-0.cr1-lon47.ip4.gtt.net,lon,GB-ENG,51.4706,-0.461941,London
CHOOPA-LLC.ear2.Paris1.Level3.net,paris,FR,48.85341,2.3488,Paris
ae32.mpr1.ewr2.us.zip.zayo.com,ewr|us,US-NJ,40.692501,-74.168701,Newark
ae11.er1.ams1.nl.zip.zayo.com,ams|nl,NL-NH,52.308601,4.76389,Amsterdam
po110.bs-b.sech-ams.netarch.akamai.com,ams,NL-NH,52.308601,4.76389,Amsterdam
ae121.access-a.sech-ams.netarch.akamai.com,ams,NL-NH,52.308601,4.76389,Amsterdam
po110.bs-a.sech-ams.netarch.akamai.com,ams,NL-NH,52.308601,4.76389,Amsterdam
ae120.access-a.sech-ams.netarch.akamai.com,ams,NL-NH,52.308601,4.76389,Amsterdam
bundle-ether4.oxf-gw30.sydney.telstra.net,sydney,AU-NSW,-33.86785,151.20732,Sydney
bundle-ether3.hay-core30.sydney.telstra.net,sydney,AU-NSW,-33.86785,151.20732,Sydney
ae0.alx-edge411.sydney.telstra.net,sydney,AU-NSW,-33.86785,151.20732,Sydney
bundle-ether1.ken-edge903.sydney.telstra.net,sydney,AU-NSW,-33.86785,151.20732,Sydney
CHOOPA-LLC.edge9.SanJose1.Level3.net,sanjose,US-CA,37.33939,-121.89496,San Jose
hkg-sdnlb1-nsof.anycast.net,hkg,HK,22.320304,114.198074,Hong Kong
hkg-hv-001-01.p.nsof.io,hkg,HK,22.320304,114.198074,Hong Kong
CHOOPA-LLC.ear3.Amsterdam1.Level3.net,amsterdam,NL-NH,52.37403,4.88969,Amsterdam
be2490.ccr42.jfk02.atlas.cogentco.com,jfk,US-NY,40.639801,-73.7789,New York
port-channel4188.ccr92.dca04.atlas.cogentco.com,dca,US-DC,38.8521,-77.037697,Washington
be5927.ccr42.dca01.atlas.cogentco.com,dca,US-DC,38.8521,-77.037697,Washington
be2113.ccr42.atl01.atlas.cogentco.com,atl,US-GA,33.6367,-84.428101,Atlanta
port-channel3704.ccr92.jan02.atlas.cogentco.com,jan,US-MS,32.311199,-90.075897,Jackson
be8122.ccr32.dfw01.atlas.cogentco.com,dfw,US-TX,32.896801,-97.038002,Dallas-Fort Worth
be3846.ccr22.elp02.atlas.cogentco.com,elp,US-TX,31.807199,-106.377998,El Paso
be5473.ccr32.phx01.atlas.cogentco.com,phx,US-AZ,33.434299,-112.012001,Phoenix
be2932.ccr42.lax01.atlas.cogentco.com,lax,US-CA,33.942501,-118.407997,Los Angeles
be3360.ccr41.lax04.atlas.cogentco.com,lax,US-CA,33.942501,-118.407997,Los Angeles
be41.clbr02.hkg04.as3491.net,hkg,HK,22.320304,114.198074,Hong Kong
if-bundle-29-2.qcore2.mlv-mumbai.as6453.net,mumbai,IN-MH,19.07283,72.88261,Mumbai
if-bundle-46-2.qcore1.svw-singapore.as6453.net,singapore,SG,1.28967,103.85007,Singapore
lo1.r04.spine03.sin01.fab.netarch.akamai.com,sin,SG-04,1.35019,103.994003,Singapore
lo1.r03.leaf01.sin01.fab.netarch.akamai.com,sin,SG-04,1.35019,103.994003,Singapore
vlan100.r23.tor01.sin01.fab.netarch.akamai.com,sin,SG-04,1.35019,103.994003,Singapore
ae5.0.er01.lon1.as33353.net,lon,GB-ENG,51.4706,-0.461941,London
ae-10.r22.londen12.uk.bb.gin.ntt.net,londen|uk,,,,
ae-19.a03.londen12.uk.bb.gin.ntt.net,londen|uk,,,,
be12194.ccr41.ams03.atlas.cogentco.com,ams,NL-NH,52.308601,4.76389,Amsterdam
be2052.rcr71.b048283-0.ams03.atlas.cogentco.com,ams,NL-NH,52.308601,4.76389,Amsterdam
ae-0.r22.amstnl07.nl.bb.gin.ntt.net,amstnl|nl,,,,
ae-0.a00.amstnl09.nl.bb.gin.ntt.net,amstnl|nl,,,,
ae3.cr4-ams1.ip4.gtt.net,ams,NL-NH,52.308601,4.76389,Amsterdam
gtt.ams.sharktech.net,ams,NL-NH,52.308601,4.76389,Amsterdam
CHOOPA-LLC.ear1.NewYork6.Level3.net,newyork,US-NY,40.71427,-74.00597,New York
pccw-bb-lon1.dca1.defense.net,dca,US-DC,38.8521,-77.037697,Washington
ae-1.a00.amstnl08.nl.bb.gin.ntt.net,amstnl|nl,,,,
be2178.rcr51.lon17.atlas.cogentco.com,lon,GB-ENG,51.4706,-0.461941,London
ae13.cr0-lon1.ip4.gtt.net,lon,GB-ENG,51.4706,-0.461941,London
HundredGE0-5-0-0.br03.sin02.as3491.net,sin,SG-04,1.35019,103.994003,Singapore
ae-7.r22.nwrknj03.us.bb.gin.ntt.net,nwrknj|us,,,,
ae-0.a03.nycmny17.us.bb.gin.ntt.net,nycmny|us,,,,
ae5.mpr1.iad9.us.zip.zayo.com,iad|us,US-VA,38.9445,-77.455803,"Washington, DC"
ae25-0.icr03.lon22.ntwk.msn.net,lon,GB-ENG,51.4706,-0.461941,London
be-124-0.ibr02.lon22.ntwk.msn.net,lon,GB-ENG,51.4706,-0.461941,London
be-15-0.ibr02.ams30.ntwk.msn.net,ams,NL-NH,52.308601,4.76389,Amsterdam
be-6-0.ibr02.cle02.ntwk.msn.net,cle,US-OH,41.411701,-81.8498,Cleveland
be-12-0.ibr02.jnb21.ntwk.msn.net,jnb,ZA-GT,-26.1392,28.246,Johannesburg
ae27-0.ier01.sjc.ntwk.msn.net,sjc,US-CA,37.362598,-121.929001,San Jose
ae69-0.ier01.sjc.ntwk.msn.net,sjc,US-CA,37.362598,-121.929001,San Jose
ae23-0.icr01.lon22.ntwk.msn.net,lon,GB-ENG,51.4706,-0.461941,London
be-120-0.ibr02.lon22.ntwk.msn.net,lon,GB-ENG,51.4706,-0.461941,London
be-8-0.ibr02.fra21.ntwk.msn.net,fra,DE-HE,50.033333,8.570556,Frankfurt am Main
ae120-0.icr01.fra21.ntwk.msn.net,fra,DE-HE,50.033333,8.570556,Frankfurt am Main
ae72-0.ier03.fra31.ntwk.msn.net,fra,DE-HE,50.033333,8.570556,Frankfurt am Main
ae24-0.icr01.lon24.ntwk.msn.net,lon,GB-ENG,51.4706,-0.461941,London
be-100-0.ibr01.lon24.ntwk.msn.net,lon,GB-ENG,51.4706,-0.461941,London
be-14-0.ibr01.ams21.ntwk.msn.net,ams,NL-NH,52.308601,4.76389,Amsterdam
ae104-0.icr03.ams21.ntwk.msn.net,ams,NL-NH,52.308601,4.76389,Amsterdam
ae70-0.ier01.hyd30.ntwk.msn.net,hyd,IN-TG,17.231318,78.429855,Hyderabad
be-120-0.ibr02.lon24.ntwk.msn.net,lon,GB-ENG,51.4706,-0.461941,London
be-15-0.ibr02.par21.ntwk.msn.net,par,FR-IDF,49.012798,2.55,Paris
be-31-0.ibr02.mrs20.ntwk.msn.net,mrs,FR-PAC,43.439272,5.221424,Marseille
be-6-0.ibr01.bom02.ntwk.msn.net,bom,IN-MM,19.088699,72.867897,Mumbai
ae23-0.ier02.mil30.ntwk.msn.net,mil,IT-25,45.6306,8.72811,Milan
ae64-0.ier03.lax32.ntwk.msn.net,lax,US-CA,33.942501,-118.407997,Los Angeles
be-104-0.ibr01.lon22.ntwk.msn.net,lon,GB-ENG,51.4706,-0.461941,London
ae104-0.icr03.par30.ntwk.msn.net,par,FR-IDF,49.012798,2.55,Paris
ae22-0.bcn30-96cbe-1a.ntwk.msn.net,bcn,ES-CT,41.2971,2.07846,Barcelona
ae64-0.ier02.sgn30.ntwk.msn.net,sgn,VN-23,10.8188,106.652,Ho Chi Minh City
if-bundle-15-2.qhar1.fr0-frankfurt.as6453.net,frankfurt,DE-HE,50.11552,8.68417,Frankfurt am Main
ae-13.a00.londen17.uk.bb.gin.ntt.net,londen|uk,,,,
lo1.r02.spine01.sin01.fab.netarch.akamai.com,sin,SG-04,1.35019,103.994003,Singapore
lo1.r01.leaf01.sin01.fab.netarch.akamai.com,sin,SG-04,1.35019,103.994003,Singapore
bundle-ether7.hay-core30.sydney.telstra.net,sydney,AU-NSW,-33.86785,151.20732,Sydney
Akamai-International.BE19.clbr02.hkg04.as3491.net,hkg,HK,22.320304,114.198074,Hong Kong
63199.edge1.LosAngeles9.Level3.net,losangeles,US-CA,34.05223,-118.24368,Los Angeles
pccw-bb-lon1.fra1.defense.net,fra,DE-HE,50.033333,8.570556,Frankfurt am Main
linkedin-co.ear3.washington12.level3.net,washington,US-DC,38.89511,-77.03637,Washington
ae1-5.rt.thn.lon.uk.retn.net,lon|uk,GB-ENG,51.4706,-0.461941,London
ae3.3102.ebr1.for1.ciriontechnologies.net,for,BR-CE,-3.77628,-38.5326,Fortaleza
uk-lon01b-ri1-ae-23-0.aorta.net,lon|uk,GB-ENG,51.4706,-0.461941,London
te-3-4.border2.lon.docler.net,lon,GB-ENG,51.4706,-0.461941,London
ae2.3601.edge1.bgo2.ciriontechnologies.net,bgo,CO,4.60971,-74.08175,Bogota
ae-0.a00.sngpsi08.sg.bb.gin.ntt.net,sngpsi|sg,,,,
ae-0.cdnetworks.sngpsi08.sg.bb.gin.ntt.net,sngpsi|sg,,,,
ae-1.a03.sngpsi07.sg.bb.gin.ntt.net,sngpsi|sg,,,,
ce-7-0-0-0-1703.a03.sngpsi07.sg.ce.gin.ntt.net,sngpsi|sg,,,,
ae16.cr2.ord9.us.zip.zayo.com,ord|us,US-IL,41.9786,-87.9048,Chicago
ae12.cr1.sea1.us.zip.zayo.com,sea|us,US-WA,47.449001,-122.308998,Seattle
HundredGE0-3-0-0.br03.hkg12.as3491.net,hkg,HK,22.320304,114.198074,Hong Kong
iqiyi.te0-2-0-6.br03.hkg12.as3491.net,hkg,HK,22.320304,114.198074,Hong Kong
ae3-5.rt.eqx.sin.sg.retn.net,sin|sg,SG-04,1.35019,103.994003,Singapore
if-ae-13-2.tcore1.pye-paris.as6453.net,paris,FR,48.85341,2.3488,Paris
if-ae-65-2.tcore2.ldn-london.as6453.net,london,GB,51.50853,-0.12574,London
port-channel1.core1.lon6.he.net,lon,GB-ENG,51.4706,-0.461941,London
100ge0-35.core1.lon9.he.net,lon,GB-ENG,51.4706,-0.461941,London
100ge0-59.core2.lon5.he.net,lon,GB-ENG,51.4706,-0.461941,London
port-channel4.core1.bos2.he.net,bos,US-MA,42.3643,-71.005203,Boston
port-channel1.core2.chi1.he.net,chi,US-IL,41.9786,-87.9048,Chicago
port-channel18.core2.sea1.he.net,sea,US-WA,47.449001,-122.308998,Seattle
port-channel4.core2.pdx1.he.net,pdx,US-OR,45.588699,-122.598,Portland
100ge0-36.core1.pdx2.he.net,pdx,US-OR,45.588699,-122.598,Portland
100ge0-28.core1.pdx3.he.net,pdx,US-OR,45.588699,-122.598,Portland
port-channel1.core2.pdx3.he.net,pdx,US-OR,45.588699,-122.598,Portland
100ge0-35.core2.akl1.he.net,akl,NZ-AUK,-37.008099,174.792007,Auckland
100ge0-32.core1.akl2.he.net,akl,NZ-AUK,-37.008099,174.792007,Auckland
two-degrees-mobile-limited.e0-33.core1.akl2.he.net,akl,NZ-AUK,-37.008099,174.792007,Auckland
be2921.rcr21.b032899-0.par01.atlas.cogentco.com,par,FR-IDF,49.012798,2.55,Paris
ae3-0.mx1.lon.uk.geant.net,lon|uk,GB-ENG,51.4706,-0.461941,London
internet2-nea3r-gw.mx1.lon.uk.geant.net,lon|uk,GB-ENG,51.4706,-0.461941,London
BE43.br05.hkg12.as3491.net,hkg,HK,22.320304,114.198074,Hong Kong
loopback.cr1.mel1.as24516.net,mel,AU-VIC,-37.673302,144.843002,Melbourne
ae4.3602.edge1.Singapore3.level3.net,singapore,SG,1.28967,103.85007,Singapore
ae2.cr1.den3.us.zip.zayo.com,den|us,US-CO,39.861698,-104.672997,Denver
ae32.cs3.slc2.us.zip.zayo.com,slc|us,US-UT,40.788399,-111.977997,Salt Lake City
ae5.cs3.sjc7.us.eth.zayo.com,sjc|us,US-CA,37.362598,-121.929001,San Jose
ae29.cs2.lga5.us.zip.zayo.com,lga|us,US-NY,40.777199,-73.872597,New York
port-channel22.core3.nyc4.he.net,nyc,US-NY,40.639801,-73.7789,New York
port-channel7.core1.fmt2.he.net,fmt,US-CA,37.54827,-121.98857,Fremont
port-channel2.core9.fmt2.he.net,fmt,US-CA,37.54827,-121.98857,Fremont
CHOOPA-LLC.ear4.Chicago2.Level3.net,chicago,US-IL,41.85003,-87.65005,Chicago
ae19.pr01.ams3.tfbnw.net,ams,NL-NH,52.308601,4.76389,Amsterdam
po131.asw01.ams3.tfbnw.net,ams,NL-NH,52.308601,4.76389,Amsterdam
psw02.ams4.tfbnw.net,ams,NL-NH,52.308601,4.76389,Amsterdam
msw1ar.01.ams4.tfbnw.net,ams,NL-NH,52.308601,4.76389,Amsterdam
psw03.cdg4.tfbnw.net,cdg,FR-IDF,49.012798,2.55,Paris
msw1ap.03.cdg4.tfbnw.net,cdg,FR-IDF,49.012798,2.55,Paris
po200.asw02.cph2.tfbnw.net,cph,DK-84,55.617901,12.656,Copenhagen
msw1ak.01.cph2.tfbnw.net,cph,DK-84,55.617901,12.656,Copenhagen
ae0.pr02.lhr4.tfbnw.net,lhr,GB-ENG,51.4706,-0.461941,London
po182.asw02.lhr3.tfbnw.net,lhr,GB-ENG,51.4706,-0.461941,London
psw04.lhr6.tfbnw.net,lhr,GB-ENG,51.4706,-0.461941,London
msw1ai.01.lhr6.tfbnw.net,lhr,GB-ENG,51.4706,-0.461941,London
ae0.pr01.man2.tfbnw.net,man,GB-ENG,53.353699,-2.27495,Manchester
psw04.man2.tfbnw.net,man,GB-ENG,53.353699,-2.27495,Manchester
msw1ak.01.man2.tfbnw.net,man,GB-ENG,53.353699,-2.27495,Manchester
psw01.cdg4.tfbnw.net,cdg,FR-IDF,49.012798,2.55,Paris
msw1ag.02.cdg4.tfbnw.net,cdg,FR-IDF,49.012798,2.55,Paris
po182.asw02.lhr7.tfbnw.net,lhr,GB-ENG,51.4706,-0.461941,London
psw02.lhr8.tfbnw.net,lhr,GB-ENG,51.4706,-0.461941,London
msw1ao.01.lhr8.tfbnw.net,lhr,GB-ENG,51.4706,-0.461941,London
ae23-0.lon21-96cbe-1a.ntwk.msn.net,lon,GB-ENG,51.4706,-0.461941,London
ae70-0.man30-96cbe-1b.ntwk.msn.net,man,GB-ENG,53.353699,-2.27495,Manchester
ae23-0.icr02.lon22.ntwk.msn.net,lon,GB-ENG,51.4706,-0.461941,London
ae26-0.lon21-96cbe-1b.ntwk.msn.net,lon,GB-ENG,51.4706,-0.461941,London
ae24-0.icr02.lon24.ntwk.msn.net,lon,GB-ENG,51.4706,-0.461941,London
ae25-0.lon21-96cbe-1b.ntwk.msn.net,lon,GB-ENG,51.4706,-0.461941,London
be-102-0.ibr01.lon22.ntwk.msn.net,lon,GB-ENG,51.4706,-0.461941,London
be-14-0.ibr01.dub07.ntwk.msn.net,dub,IE-D,53.421299,-6.27007,Dublin
ae102-0.icr02.dub07.ntwk.msn.net,dub,IE-D,53.421299,-6.27007,Dublin
be-13-0.ibr02.dub07.ntwk.msn.net,dub,IE-D,53.421299,-6.27007,Dublin
be-5-0.ibr02.sxl71.ntwk.msn.net,sxl,,,,
be-4-0.ibr02.ewr30.ntwk.msn.net,ewr,US-NJ,40.692501,-74.168701,Newark
be-10-0.ibr02.cle30.ntwk.msn.net,cle,US-OH,41.411701,-81.8498,Cleveland
be-7-0.ibr04.dsm05.ntwk.msn.net,dsm,US-IA,41.534,-93.663101,Des Moines
ae162-0.icr04.dsm05.ntwk.msn.net,dsm,US-IA,41.534,-93.663101,Des Moines
be-14-0.ibr02.ams21.ntwk.msn.net,ams,NL-NH,52.308601,4.76389,Amsterdam
be-2-0.ibr02.vie20.ntwk.msn.net,vie,AT-9,48.110298,16.5697,Vienna
ae170-0.rwa02.vie.ntwk.msn.net,vie,AT-9,48.110298,16.5697,Vienna
be-6-0.ibr01.sxl71.ntwk.msn.net,sxl,,,,
be-4-0.ibr01.ewr30.ntwk.msn.net,ewr,US-NJ,40.692501,-74.168701,Newark
be-6-0.ibr01.gru30.ntwk.msn.net,gru,BR-SP,-23.435556,-46.473057,Sao Paulo
ae102-0.icr02.cpq02.ntwk.msn.net,cpq,BR-SP,-22.8592,-47.1082,Campinas
ae27-0.cpq02-96cbe-1b.ntwk.msn.net,cpq,BR-SP,-22.8592,-47.1082,Campinas
be-102-0.ibr01.lon24.ntwk.msn.net,lon,GB-ENG,51.4706,-0.461941,London
be-5-0.ibr03.vie.ntwk.msn.net,vie,AT-9,48.110298,16.5697,Vienna
ae150-0.rwa02.vie.ntwk.msn.net,vie,AT-9,48.110298,16.5697,Vienna
be-6-0.ibr02.dub08.ntwk.msn.net,dub,IE-D,53.421299,-6.27007,Dublin
ae122-0.icr02.dub08.ntwk.msn.net,dub,IE-D,53.421299,-6.27007,Dublin
ae122-0.icr02.ams30.ntwk.msn.net,ams,NL-NH,52.308601,4.76389,Amsterdam
ae36-0.ams04-96cbe-1b.ntwk.msn.net,ams,NL-NH,52.308601,4.76389,Amsterdam
be-100-0.ibr01.lon22.ntwk.msn.net,lon,GB-ENG,51.4706,-0.461941,London
be-8-0.ibr01.cle30.ntwk.msn.net,cle,US-OH,41.411701,-81.8498,Cleveland
be-8-0.ibr03.dsm05.ntwk.msn.net,dsm,US-IA,41.534,-93.663101,Des Moines
ae142-0.icr04.dsm05.ntwk.msn.net,dsm,US-IA,41.534,-93.663101,Des Moines
be-26-0.ibr01.mrs20.ntwk.msn.net,mrs,FR-PAC,43.439272,5.221424,Marseille
be-3-0.ibr01.hkg31.ntwk.msn.net,hkg,HK,22.320304,114.198074,Hong Kong
be-1-0.ibr01.hkg20.ntwk.msn.net,hkg,HK,22.320304,114.198074,Hong Kong
be-8-0.ibr02.mrs20.ntwk.msn.net,mrs,FR-PAC,43.439272,5.221424,Marseille
ae25-0.tpe31-96cbe-1b.ntwk.msn.net,tpe,TW-TAO,25.0777,121.233002,Taipei
be-122-0.ibr02.lon22.ntwk.msn.net,lon,GB-ENG,51.4706,-0.461941,London
ae122-0.icr02.dub07.ntwk.msn.net,dub,IE-D,53.421299,-6.27007,Dublin
ae25-0.icr04.lon22.ntwk.msn.net,lon,GB-ENG,51.4706,-0.461941,London
be-106-0.ibr01.lon22.ntwk.msn.net,lon,GB-ENG,51.4706,-0.461941,London
ae100-0.icr01.dub07.ntwk.msn.net,dub,IE-D,53.421299,-6.27007,Dublin
PHOENIX-NAP.ear7.Amsterdam1.Level3.net,amsterdam,NL-NH,52.37403,4.88969,Amsterdam
100ge0-36.core2.phl1.he.net,phl,US-PA,39.871899,-75.241096,Philadelphia
buckeye-telesystem-inc.e0-3.core2.phl1.he.net,phl,US-PA,39.871899,-75.241096,Philadelphia
be3343.ccr41.fra05.atlas.cogentco.com,fra,DE-HE,50.033333,8.570556,Frankfurt am Main
be3763.agr31.fra05.atlas.cogentco.com,fra,DE-HE,50.033333,8.570556,Frankfurt am Main
ZOHO-CORPOR.bear2.Houston1.Level3.net,houston,US-TX,29.76328,-95.36327,Houston
hpr-lax-agg10--i2.cenic.net,lax,US-CA,33.942501,-118.407997,Los Angeles
hpr-svl-agg10--lax-agg10-100ge.cenic.net,lax,US-CA,33.942501,-118.407997,Los Angeles
ae-16.a00.newthk04.hk.bb.gin.ntt.net,newthk|hk,,,,
ae-10.r27.tkokhk01.hk.bb.gin.ntt.net,tkokhk|hk,,,,
be12488.ccr42.ams03.atlas.cogentco.com,ams,NL-NH,52.308601,4.76389,Amsterdam
be2950.ccr42.fra05.atlas.cogentco.com,fra,DE-HE,50.033333,8.570556,Frankfurt am Main
be5970.agr31.fra05.atlas.cogentco.com,fra,DE-HE,50.033333,8.570556,Frankfurt am Main
ae-3.r23.sngpsi07.sg.bb.gin.ntt.net,sngpsi|sg,,,,
ae-1.a00.sngpsi08.sg.bb.gin.ntt.net,sngpsi|sg,,,,
BE41.br04.hkg12.as3491.net,hkg,HK,22.320304,114.198074,Hong Kong
UVENSYS-GMB.edge9.Frankfurt1.Level3.net,frankfurt,DE-HE,50.11552,8.68417,Frankfurt am Main
ae46.cr2.dca3.us.zip.zayo.com,dca|us,US-DC,38.8521,-77.037697,Washington
ae2.cr2.atl10.us.zip.zayo.com,atl|us,US-GA,33.6367,-84.428101,Atlanta
ae3.cr1.mia1.us.zip.zayo.com,mia|us,US-FL,25.7932,-80.290604,Miami
ae1.3508.edge4.Sydney1.level3.net,sydney,AU-NSW,-33.86785,151.20732,Sydney
if-ae-67-2.tcore1.l78-london.as6453.net,london,GB,51.50853,-0.12574,London
if-ae-2-2.tcore2.l78-london.as6453.net,london,GB,51.50853,-0.12574,London
be3433.rcr21.ams06.atlas.cogentco.com,ams,NL-NH,52.308601,4.76389,Amsterdam
Bundle-Eth54.clbr01.tok02.as3491.net,tok,JP-13,35.6895,139.69171,Tokyo
securitydam.hu0-0-0-21.clbr01.tok02.as3491.net,tok,JP-13,35.6895,139.69171,Tokyo
