ip4_address,ptr_name
201.125.80.141,ipdsl-mex-tlahuac-5-tge0-7-0-3.uninet.net.mx.
201.163.251.249,static-201-163-251-249.alestra.net.mx.
202.128.5.113,202.128.5.113.guam.net.
202.77.88.55,as8075.syd.edgeix.net.au.
202.84.141.17,i-10551.tlot-core02.telstraglobal.net.
203.219.107.114,sin-eqx-aye-int1-Hu-0-0-0-20.tpg.com.au.
204.148.55.245,ALTER.NET.
204.70.193.141,bcr2-so-1-0-0.Parisprx.savvis.net.
206.108.34.41,torix.te-2-3.core01.tor1.prioritycolo.com.
206.126.228.1,awesome.piratel.com.
206.148.27.206,v2.sy5-lb.gslnetworks.com.
206.223.123.14,ec-eqix1-lax-10g.edgecastcdn.net.
206.223.143.32,eth-0-25.100g.cr1.va1.ip.coresite.com.
206.224.64.236,undefined.hostname.localhost.
206.224.65.164,undefined.hostname.localhost.
206.224.65.243,undefined.hostname.localhost.
206.224.65.253,undefined.hostname.localhost.
206.224.65.41,undefined.hostname.localhost.
206.224.68.65,undefined.hostname.localhost.
206.224.69.61,undefined.hostname.localhost.
206.51.7.100,wholesale-internet.gnd1.mci.kcix.net.
206.81.81.40,six1.skbroadband.com.
208.184.12.183,zayo-att.ter1.dfw2.us.zip.zayo.com.
209.124.179.200,ae0--1408.icar-chcg1-1.infra.pnw-gigapop.net.
210.55.202.194,xe8-0-2-0.lebr7.global-gateway.net.nz.
210.57.38.175,unknown.telstraglobal.net.
212.188.28.101,mag9-cr02-be15.msk.mts-internet.net.
212.188.52.87,pgag-pe02-be4.52.nnov.mts-internet.net.
212.221.87.217,ae9.cr2-par9.ip4.gtt.net.
213.161.78.210,213.161.78.210.xe-10-1-0-scr001.log.as13285.net.
213.224.250.247,dD5E0FAF7.access.telenet.be.
213.239.224.37,juniper4.dc1.hel1.hetzner.com.
213.248.100.113,metroport-ic-358053.ip.twelve99-cust.net.
213.248.76.239,imperva-ic-379647.ip.twelve99-cust.net.
213.248.96.108,mia-b2-link.ip.twelve99.net.
217.103.178.1,ip-217-103-178-1.ip.prioritytelecom.net.
217.163.113.73,5-2-9.ear4.London1.Level3.net.
217.239.38.26,f-eh3-i.F.DE.NET.DTAG.DE.
23.203.158.23,ae34.r03.border101.sjc01.fab.netarch.akamai.com.
23.207.150.5,a23-207-150-5.deploy.static.akamaitechnologies.com.
23.209.165.129,ae4.r23.iad04.icn.netarch.akamai.com.
23.209.170.72,ae3.r21.iad04.mag.netarch.akamai.com.
23.210.54.36,ae15.r21.fra03.mag.netarch.akamai.com.
23.214.115.141,ae1.r02.syd01.ien.netarch.akamai.com.
23.38.118.79,ae4.r02.mil02.icn.netarch.akamai.com.
23.40.100.0,a23-40-100-0.deploy.static.akamaitechnologies.com.
23.46.8.233,a23-46-8-233.deploy.static.akamaitechnologies.com.
23.56.142.44,ae2.r02.tyo03.icn.netarch.akamai.com.
23.57.109.197,a23-57-109-197.deploy.static.akamaitechnologies.com.
23.59.248.0,a23-59-248-0.deploy.static.akamaitechnologies.com.
24.164.101.2,lag-101.mcr03pltsohae.netops.charter.com.
24.30.200.181,syn-024-030-200-181.inf.spectrum.com.
27.68.250.217,localhost.
31.13.28.246,po121.asw02.gru1.tfbnw.net.
34.107.207.0,0.207.107.34.bc.googleusercontent.com.
34.111.76.0,0.76.111.34.bc.googleusercontent.com.
34.117.112.0,0.112.117.34.bc.googleusercontent.com.
34.117.213.0,0.213.117.34.bc.googleusercontent.com.
34.128.152.0,0.152.128.34.bc.googleusercontent.com.
34.160.59.0,0.59.160.34.bc.googleusercontent.com.
34.36.104.0,0.104.36.34.bc.googleusercontent.com.
34.36.130.0,0.130.36.34.bc.googleusercontent.com.
34.36.180.0,0.180.36.34.bc.googleusercontent.com.
34.43.197.0,0.197.43.34.bc.googleusercontent.com.
34.54.229.0,0.229.54.34.bc.googleusercontent.com.
34.8.156.100,100.156.8.34.bc.googleusercontent.com.
34.8.216.100,100.216.8.34.bc.googleusercontent.com.
34.8.36.100,100.36.8.34.bc.googleusercontent.com.
34.95.79.0,0.79.95.34.bc.googleusercontent.com.
35.227.240.0,0.240.227.35.bc.googleusercontent.com.
35.241.5.0,0.5.241.35.bc.googleusercontent.com.
37.120.220.91,vlan3901.core2.fra4.de.m247.ro.
37.49.238.170,infinity-telecom.par.franceix.net.
38.104.138.65,hu0-13-0-1.ccr41.sjc03.atlas.cogentco.com.
38.88.214.29,be5674.ccr22.iad02.atlas.cogentco.com.
4.31.155.202,TWDX-level3-200G.Boston1.Level3.net.
4.4.142.230,autodesk.bear1.washington111.level3.net.
40.138.81.245,h245.81.138.40.static.ip.windstream.net.
41.198.137.97,41-198-137-97.iwayafrica.net.
41.84.151.11,hu-0-0-0-1.lng-pe1-lag.liquidtelecom.net.
45.10.162.1,gw.contabo.com.
45.134.215.56,vtal-sao.cdn77.com.
45.134.215.9,cloudflare-hkg.cdn77.com.
45.139.92.20,ip-45-139-92-20.cable.smsnet.pl.
45.6.54.38,as6939.riodejaneiro.rj.ix.br.
5.180.134.123,r1win1.core.init7.net.
5.53.0.133,ge0-0-8-800-graccsim3.net.telefonicaglobalsolutions.com.
50.222.195.9,xe-11-3-3-3933-eg-knvmtnvv11w.digitaldc.tn.knox.comcast.net.
50.97.17.225,e1.11.6132.ip4.static.sl-reverse.com.
52.80.187.24,ec2-52-80-187-24.cn-north-1.compute.amazonaws.com.cn.
54.36.50.135,be101.mrs-mrs1-sbb1-nc5.fr.eu.
54.36.50.227,be103.rbx-g3-nc5.fr.eu.
58.138.112.98,tky009ix53.IIJ.Net.
58.138.114.254,tky009ix50.IIJ.Net.
58.138.98.102,sgp001bb01.IIJ.Net.
62.115.112.68,nyk-bb5-link.ip.twelve99.net.
62.115.125.116,prs-bb2-link.ip.twelve99.net.
62.115.13.209,lumen-ic-375086.ip.twelve99-cust.net.
62.115.139.203,riga-b4-link.ip.twelve99.net.
62.115.139.33,chi-bb1-link.ip.twelve99.net.
62.115.140.100,rest-bb1-link.ip.twelve99.net.
62.115.140.31,tky-b4-link.ip.twelve99.net.
62.115.192.3,siatet-ic-386832.ip.twelve99-cust.net.
62.115.47.13,jsc-ic-389067.ip.twelve99-cust.net.
62.115.61.31,hosteurope-ic-363456.ip.twelve99-cust.net.
62.153.188.82,b-eh3-i.B.DE.NET.DTAG.DE.
62.69.146.62,as32787.frankfurt.megaport.com.
62.76.76.62,dns.ix.ru.
63.199.68.1,1.63-199-68.atginternet.com.
63.216.82.250,63-216-82-250.static.as3491.net.
63.216.83.66,GTT-EMEA.BE15-19.br02.hkg15.as3491.net.
63.217.254.230,NSONE-Te0-0-0-32-0.clbr02.hkg12.as3491.net.
63.218.107.50,63-218-107-50.static.as3491.net.
63.223.29.194,HundredGE0-3-0-0.br02.hkg08.as3491.net.
63.223.40.53,be45.cr09.ash01.as3491.net.
64.125.20.97,ae42.mcs1.sea1.us.zip.zayo.com.
64.125.24.2,ae30-102.cs4.iad93.us.eth.zayo.com.
65.19.120.221,451be0dd.cst.lightpath.net.
65.22.27.1,v2n0.nic.world.
66.110.72.97,if-bundle-37-2.qcore2.mln-miami.as6453.net.
67.223.207.1,67-223-207-1.townes.net.
68.1.0.127,mtc1dsrj02-ae2.rd.om.cox.net.
69.169.182.13,et-5-1-5-0.prv02-rt01.fdtnet.net.
69.174.20.66,ip4.gtt.net.
69.220.8.153,tukgadce001-po1.tukga.sbcglobal.net.
69.75.67.106,syn-069-075-067-106.biz.spectrum.com.
72.129.25.15,lag-104.mcr02tustcaft.netops.charter.com.
72.52.1.187,a72-52-1-187.deploy.static.akamaitechnologies.com.
72.52.1.201,a72-52-1-201.deploy.static.akamaitechnologies.com.
74.204.127.241,be4.core-01.dtw.ussignalcom.net.
74.76.134.1,syn-074-076-134-001.res.spectrum.com.
74.78.151.1,syn-074-078-151-001.res.spectrum.com.
76.223.72.0,a3918c87989023ee1.awsglobalaccelerator.com.
76.223.90.0,acf29ef66d8403d3d.awsglobalaccelerator.com.
77.55.92.0,dedicated-ado0.rev.netart.com.
80.239.128.3,wixcom-ic-372094.ip.twelve99-cust.net.
80.239.167.93,kyivstar-ic-373710.ip.twelve99-cust.net.
80.249.209.196,ams-ix.iptp.net.
80.77.167.156,msk-m9-b1-ae6-vlan3701.fiord.net.
80.81.192.175,Frankfurt-DECIX-1-100GE-0-0-0-5.belwue.net.
80.81.192.236,ipv4.de-cix.fra.de.as31133-frnkt-pe-mx960-1.megafon.ru.
80.81.193.52,fra-eqnx5-br01.as29467.net.
80.81.194.130,ipv4.de-cix.fra.de.as52320.globenet.net.
80.81.194.138,fra1-br01.net.dropbox.com.
80.81.194.3,de-cix.edge1.fra6.de.first-colo.net.
80.81.194.74,ipv4.de-cix.fra.de.as21245.medianova.com.
81.180.76.193,gw-math.asm.md.
83.126.20.17,ae9.irt1.fra19.de.as13237.net.
84.116.137.82,de-fra11b-rc1-ae-4-0.aorta.net.
84.16.64.12,gv1-cr01-swp4.net.infomaniak.ch.
85.128.192.0,shared-ami0.rev.nazwa.pl.
85.128.194.0,shared-amk0.rev.nazwa.pl.
86.57.224.161,161-224-57-86.mck.beltelecom.by.
88.210.191.34,ns0.as39356.net.
88.221.163.0,a88-221-163-0.deploy.static.akamaitechnologies.com.
89.149.128.162,ae2.cr8-nyc2.ip4.gtt.net.
89.149.140.253,ae17.cr11-lon2.ip4.gtt.net.
89.149.181.226,et-0-1-2.cr1-van1.ip4.gtt.net.
89.149.185.254,ae8.cr1-det1.ip4.gtt.net.
89.216.5.79,bg-ne-m-0-be1.sbb.rs.
91.129.12.23,ch-stb-cagg-1.bundle-ether2.tele2.net.
91.129.14.157,vlna00-agg-1.bundle-ether8.tele2.net.
91.183.240.92,92.240-183-91.adsl-static.isp.belgacom.be.
91.221.180.17,host_91_221_180_17.milecom.ru.
92.98.32.1,bba-92-98-32-1.alshamil.net.ae.
94.142.247.242,bond0-130.eunetworks-2.router.nl.coloclue.net.
95.101.60.1,vlan100.r03.tor01.waw01.fab.netarch.akamai.com.
96.108.74.82,et-3-35-1-as16-d.ashburn.va.ndcasbn.comcast.net.
96.110.33.137,be-3312-cs03.champa.co.ibone.comcast.net.
96.110.34.101,be-3212-cs02.dallas.tx.ibone.comcast.net.
96.110.36.130,be-3111-pe11.philadelphia.pa.ibone.comcast.net.
96.110.37.177,be-303-cr12.sunnyvale.ca.ibone.comcast.net.
96.110.41.106,ae-793-ar01.sacramento.ca.ccal.comcast.net.
96.110.42.57,be-31233-cs03.newark.nj.ibone.comcast.net.
96.110.45.161,be-1111-cs01.losangeles.ca.ibone.comcast.net.
98.158.111.53,ns2-test.iptp.net.
99.83.130.0,a12be832c7da141b6.awsglobalaccelerator.com.
103.136.102.20,as9507.per.edgeix.net.au.
103.2.237.3,3-237-2-103.mysipl.com.
103.216.222.26,core-a.ty8.tyo.jp.hostuniversal.com.au.
103.26.71.66,as134555.melbourne.megaport.com.
103.31.186.6,hkg-eqx-02t.voxility.net.
104.119.42.37,ae1.r02.scl01.ien.netarch.akamai.com.
104.225.97.9,9.97.225.104.ptr.anycast.net.
104.238.70.0,0.70.238.104.host.secureserver.net.
104.44.16.62,be-3-0.ibr03.by21.ntwk.msn.net.
104.44.17.143,be-4-0.ibr02.cys04.ntwk.msn.net.
104.44.18.62,be-9-0.ibr02.rio02.ntwk.msn.net.
104.44.19.199,be-2-0.ibr02.sto30.ntwk.msn.net.
104.44.29.105,be-7-0.ibr02.cle02.ntwk.msn.net.
104.44.30.142,be-5-0.ibr01.pnq21.ntwk.msn.net.
104.44.30.95,be-9-0.ibr03.bl20.ntwk.msn.net.
104.44.33.108,ae33-0.ear05.mrs20.ntwk.msn.net.
104.44.33.174,ae21-0.ear03.lax31.ntwk.msn.net.
105.16.9.13,ae-5.er-01-ams.nl.seacomnet.com.
105.16.9.14,ae-0.pp-01-ams.nl.seacomnet.com.
105.25.160.186,ce-0-0-7.cr-02-mrs.fr.seacomnet.com.
105.25.161.113,et-0-1-4-cr-01-jnb.za.seacomnet.com.
107.154.200.100,107.154.200.100.ip.incapdns.net.
116.66.200.125,125.200.66.116.cni.net.id.
121.240.110.226,121.240.110.226.static-delhi.vsnl.net.in.
129.134.100.134,po204.asw04.atl1.tfbnw.net.
129.134.48.152,ae80.bb02.dfw1.tfbnw.net.
129.134.48.59,po209.asw01.bru2.tfbnw.net.
129.134.55.205,po100.asw04.mrs2.tfbnw.net.
129.134.58.106,msw1as.01.sjc3.tfbnw.net.
129.134.59.224,msw1ap.01.sjc3.tfbnw.net.
129.134.87.224,psw01.bos5.tfbnw.net.
129.134.92.98,msw1ad.01.sea1.tfbnw.net.
129.134.93.14,msw1af.02.fra3.tfbnw.net.
129.232.190.1,1.190.232.129.reverse.xneelo.net.
129.250.4.7,ae-3.a05.chcgil09.us.bb.gin.ntt.net.
129.250.5.9,ae-7.a02.londen12.uk.bb.gin.ntt.net.
13.248.144.0,a996ae783bd62868f.awsglobalaccelerator.com.
13.248.195.0,a115ca915ae984a34.awsglobalaccelerator.com.
13.248.248.0,a28b7cb7557b42654.awsglobalaccelerator.com.
130.117.14.162,francetelecom.lon01.atlas.cogentco.com.
130.117.3.58,be3840.rcr71.b047987-0.mrs02.atlas.cogentco.com.
130.117.51.54,be4227.agr21.ist01.atlas.cogentco.com.
131.118.255.70,four33-1.umab-core.mdren.net.
131.159.252.148,nz-bb2-net.in.tum.de.
133.130.12.167,unused-133-130-012-167.interq.or.jp.
137.164.11.88,emvl1-agg-01--sacr2-agg-01--400g--01.cenic.net.
138.187.129.222,i62bsw-015-ae13.bb.ip-plus.net.
14.141.63.118,14.141.63.118.static-Mumbai.vsnl.net.in.
140.222.6.31,lag-1.DLLSTX97-PPR01-CC.ALTER.NET.
140.222.9.191,lag-1.SCCSNJ75-PPR01-CC.ALTER.NET.
146.172.105.82,ti3003c400-ae14-0.ti.telenor.net.
147.75.221.26,po4002.asw01.nrt1.tfbnw.net.
148.163.204.1,ns01.paymentusnow.com.
151.6.4.58,rmid-t02-rmsa-b01-ge2-2-8.wind.it.
152.179.194.17,20.xe-7-3-1.GW2.DCA6.ALTER.NET.
152.179.50.214,verizon.com.customer.alter.net.
153.92.62.21,et-101-0-50-10.par-th2-pe01.as29467.net.
154.14.157.174,ip4.gtt.net.
154.24.19.106,te0-0-1-3.nr11.b021082-0.ymq01.atlas.cogentco.com.
154.24.80.174,be3216.nr51.b033057-0.ewr01.atlas.cogentco.com.
154.25.8.230,be4919.nr11.b019160-2.mil02.atlas.cogentco.com.
154.54.11.38,vodafone.iad02.atlas.cogentco.com.
154.54.162.38,be4937.rcr21.okc01.atlas.cogentco.com.
154.54.31.226,be2993.ccr31.yyz02.atlas.cogentco.com.
154.54.40.249,be8121.ccr31.dfw01.atlas.cogentco.com.
154.54.61.177,be4101.rcr72.kbp01.atlas.cogentco.com.
154.54.62.141,be3343.ccr41.fra05.atlas.cogentco.com.
154.54.94.113,be4558.ccr21.hkg02.atlas.cogentco.com.
154.54.94.98,be4553.rcr61.mco01.atlas.cogentco.com.
155.232.128.183,et-0-1-2-0-pta2-pe1.net.tenet.ac.za.
157.130.245.186,customer.alter.net.
158.175.118.129,81.76.af9e.ip4.static.sl-reverse.com.
162.151.52.34,be-501-ar01.needham.ma.boston.comcast.net.
162.218.101.204,162-218-101-204.parsecdata.com.
163.253.2.143,fourhundredge-0-0-0-21.4079.core2.clev.net.internet2.edu.
163.253.2.40,fourhundredge-0-0-0-48.4079.agg1.sanj.net.internet2.edu.
168.209.90.13,za-wc-tgw-p-1-hu-0-0-1-4.ip.ddii.network.
169.45.18.7,ae2.cbs01.cs01.lax01.networklayer.com.
169.46.118.137,ae1.ppr01.dal10.networklayer.com.
173.237.36.19,se-sjc1-l4-r1.servers.com.
174.127.151.10,be11.cr5-sea.bb.as11404.net.
178.33.99.194,lon1-eri1-vac1-a75-1-firewall.uk.eu.
180.87.107.196,if-be-28-2.ecore1.esin4-singapore.as6453.net.
184.104.188.146,100ge0-19.core2.ewr5.he.net.
184.104.188.94,10ge0-20.core1.los1.he.net.
184.105.250.10,charter-20115-as20115.e0-32.switch2.msp1.he.net.
184.105.80.14,port-channel12.core4.mrs1.he.net.
184.105.80.53,100ge0-31.core3.sao1.he.net.
185.1.104.120,43519-ld5-ix.equinix.com.
185.1.192.64,ipv4.de-cix.mad.es.as20940.akamai.com.
185.1.226.35,as42.226.35.netix.net.
185.1.27.6,6.sox.rs.
185.1.47.75,decix-mrs.fiord.net.
185.159.197.1,a.ns.nic.kiwi.
185.40.232.130,130.232.40.185.ptr.anycast.net.
185.6.36.135,inex1.cisco.com.
192.121.80.244,as51701-2-ge-vb1.sthix.net.
192.161.0.250,250.sucuridns.com.
193.168.204.0,edge01.pa2.par.netbarista.com.
193.203.0.136,vix.vie.at.tnib.net.
193.203.0.160,vix.as6663.net.
193.239.116.207,equinix.equinix-am1.nl-ix.net.
193.28.104.106,193.28.104.106.IDIA-380995-ZYO.zip.zayo.com.
195.2.10.82,ae31-xcr1.ltw.cw.net.
195.2.31.237,ae4-xcr1.dus.cw.net.
195.2.8.93,ae8-xcr1.dbc.cw.net.
195.50.124.34,INTERNET-SO.edge3.London1.Level3.net.
196.60.10.20,196-60-10-20.ixp.joburg.
198.81.233.233,pccw-xe-5-2-0-bgw-hk1-hk.guam.net.
199.109.80.1,nrp-540.nysernet.net.
200.189.207.2,ae1.3501.edge1.sgo1.ciriontechnologies.net.
200.25.2.36,ae1.0.edge2.bog4.as7195.net.
201.125.6.253,ipdsl-jal-zapopan-6-cge0-4-0-0.uninet.net.mx.
202.127.73.182,unknown.telstraglobal.net.
202.84.178.54,i-1007.ulhc02.telstraglobal.net.
202.84.230.162,i-1077.ttak02.telstraglobal.net.
203.181.106.65,lacGCS001.int-gw.kddi.ne.jp.
203.184.5.193,dynamic-cpe-pool.callplus.net.nz.
203.190.227.20,20940.os.equinix.com.
203.99.24.1,a.zdnscloud.com.
205.234.220.195,50.xe-1-3-0.cr2.ams3.scnet.net.
206.126.236.181,equinix.ash-gw01.qatar.net.qa.
206.148.26.127,po200.ams-nikhef-cr10.globalsecurelayer.com.
206.223.119.181,eqix-da11.fortinet-2.com.
206.223.119.8,eqix-da1.cachenetworks.com.
206.224.64.30,undefined.hostname.localhost.
206.224.65.135,undefined.hostname.localhost.
206.224.65.212,undefined.hostname.localhost.
206.224.65.214,undefined.hostname.localhost.
206.224.65.29,undefined.hostname.localhost.
206.81.80.117,seattleix.ussea1-rt001i.i3d.net.
206.82.104.44,cr1-tck1-us.globenet.net.
206.82.104.90,de-cix.nyc.as32787.akamai.com.
207.160.132.126,mn-lab-bdi132-1.gw.more.net.
207.231.240.7,microsoft-1-lo-jmb-706.sttlwa.pacificwave.net.
208.115.136.42,eqix-ch1.gcore.lu.
208.116.212.206,ip4.gtt.net.
208.116.213.118,ip4.gtt.net.
208.116.213.214,ip4.gtt.net.
208.116.217.62,ip4.gtt.net.
208.184.12.103,zayo-akamai.ter1.dfw2.us.zip.zayo.com.
208.185.107.186,EVOQUE-BOS1-CR2-ZYO.evoquedcs.com.
208.185.144.166,208.185.144.166.IDIA-399630-ZYO.zip.zayo.com.
209.191.112.77,ae-1.pat2.iry.yahoo.com.
209.191.64.183,ae-3.pat1.bfz.yahoo.com.
209.191.65.46,ae-10.pat1.swp.yahoo.com.
209.200.168.148,a209-200-168-148.deploy.static.akamaitechnologies.com.
210.176.138.34,unknown.telstraglobal.net.
212.142.193.221,221.212-142-193.static.clientes.euskaltel.es.
212.156.121.177,00-gayrettepe-sr7s-t3-2---00-gayrettepe-sr14s-t2-1.statik.turktelekom.com.tr.
212.162.46.242,SOFIA-CONNE.ear1.Sofia2.Level3.net.
212.222.148.189,gtt-ix0.er3.nlams.as16552.net.
212.227.120.33,ae-19.bb-b.thn.lon.gb.net.ionos.com.
212.61.142.58,tengige0-1-1-3-t6-mse1.router.uk.clara.net.
212.74.80.14,gi0-3-0-3-54-cr1.CPH.router.colt.net.
213.248.100.177,fastly-ic-376316.ip.twelve99-cust.net.
213.248.103.139,google-ic-384942.ip.twelve99-cust.net.
213.248.103.3,akamai-ic-369468.ip.twelve99-cust.net.
213.248.66.113,spacex-ic-384642.ip.twelve99-cust.net.
213.248.74.187,fastly-ic-388397.ip.twelve99-cust.net.
213.248.75.217,fastly-ic-388399.ip.twelve99-cust.net.
213.248.84.99,equinix-ic-375676.ip.twelve99-cust.net.
213.248.89.233,lax-b22-link.ip.twelve99.net.
213.248.97.87,forcepoint21007-ic-379407.ip.twelve99-cust.net.
213.248.99.175,joyent-ic-375114.ip.twelve99-cust.net.
213.254.214.109,ae1.cr13-nyc3.ip4.gtt.net.
216.66.88.230,az-international-llc.e0-70.core2.waw1.he.net.
217.113.61.155,transit2.vhcr02.deninet.hu.
217.119.132.70,po4094.1.edge.core.nkf-ams.royalehosting.net.
220.128.25.125,220-128-25-125.skc1-3335.hinet.net.
23.150.41.169,e02-us-mo-kcm.isp-backbone.com.
23.197.75.99,ae4.r21.lon01.icn.netarch.akamai.com.
23.197.78.74,ae1.r22.fra02.mag.netarch.akamai.com.
23.207.225.99,ae6.r22.ord01.ien.netarch.akamai.com.
23.219.182.241,ae4.batl-lax.netarch.akamai.com.
23.44.169.30,lo1.r04.leaf01.iad04.fab.netarch.akamai.com.
23.44.169.7,lo1.r04.spine01.iad04.fab.netarch.akamai.com.
23.56.139.42,ae2.r02.sin02.icn.netarch.akamai.com.
24.157.144.1,modemcable001.144-157-24.mc.videotron.ca.
24.42.135.249,static-24-42-135-249.knology.net.
24.58.45.42,lag-101.mcr01lncsnycd.netops.charter.com.
3.169.197.0,server-3-169-197-0.den53.r.cloudfront.net.
3.33.164.0,acf761724fe104b34.awsglobalaccelerator.com.
3.33.228.0,ae3346b4ce70ee08e.awsglobalaccelerator.com.
34.102.209.0,0.209.102.34.bc.googleusercontent.com.
34.102.228.0,0.228.102.34.bc.googleusercontent.com.
34.107.168.0,0.168.107.34.bc.googleusercontent.com.
34.107.225.0,0.225.107.34.bc.googleusercontent.com.
34.107.248.0,0.248.107.34.bc.googleusercontent.com.
34.128.156.0,0.156.128.34.bc.googleusercontent.com.
34.128.164.0,0.164.128.34.bc.googleusercontent.com.
34.149.153.0,0.153.149.34.bc.googleusercontent.com.
34.149.226.0,0.226.149.34.bc.googleusercontent.com.
34.149.247.0,0.247.149.34.bc.googleusercontent.com.
34.160.134.0,0.134.160.34.bc.googleusercontent.com.
34.36.68.0,0.68.36.34.bc.googleusercontent.com.
34.43.130.0,0.130.43.34.bc.googleusercontent.com.
34.49.215.0,0.215.49.34.bc.googleusercontent.com.
34.54.67.0,0.67.54.34.bc.googleusercontent.com.
34.8.186.100,100.186.8.34.bc.googleusercontent.com.
34.95.108.0,0.108.95.34.bc.googleusercontent.com.
34.95.66.0,0.66.95.34.bc.googleusercontent.com.
35.227.243.0,0.243.227.35.bc.googleusercontent.com.
35.227.247.0,0.247.227.35.bc.googleusercontent.com.
35.244.196.0,0.196.244.35.bc.googleusercontent.com.
37.114.88.102,Milele-102.nextgenerationnetworks.nl.
37.140.141.70,styri-ae1-29.yndx.net.
38.104.74.94,0.t3-2-0-0.br1.nyc2.nsone.net.
38.88.226.99,cogent.swar02.infra.ord.sd.cytracom.net.
4.68.110.26,58453-3356-frf.sp.lumen.tech.
4.68.38.237,ae8.edge1.mln1.sp.lumen.tech.
4.69.210.93,ae1.3509.ear1.LosAngeles6.net.lumen.tech.
40.136.112.16,ae19.cr03.atln02-ga.us.windstream.net.
45.68.72.214,as6939.fortaleza.ce.ix.br.
5.180.134.122,r1win7.core.init7.net.
50.115.90.7,e1-7.cr2.sin1.sg.unitasglobal.net.
50.115.91.121,e0-20.cr1.lon2.gb.unitasglobal.net.
50.97.17.61,ae77.cbs03.eq01.dal03.networklayer.com.
52.223.17.0,a979cccc5b1e2471a.awsglobalaccelerator.com.
52.223.9.0,a160c3fd07a956451.awsglobalaccelerator.com.
54.222.144.18,ec2-54-222-144-18.cn-north-1.compute.amazonaws.com.cn.
54.38.232.17,ip17.ip-54-38-232.eu.
57.128.121.12,par-dpa1-sbb2-8k.fr.eu.
61.111.61.70,61-111-61-70.kidc.net.
61.200.91.2,ae-3.amazon.osakjp02.jp.bb.gin.ntt.net.
62.112.29.168,edg01.lcldg.bra.be.verixi.net.
62.115.153.129,telia-ic-366422.ip.twelve99-cust.net.
62.115.175.29,fastly-ic-344880.ip.twelve99-cust.net.
62.115.176.191,fibertelecom-ic-345777.ip.twelve99-cust.net.
62.115.180.175,zayo-ic-378167.ip.twelve99-cust.net.
62.115.46.49,haproxy-ic-328211.ip.twelve99-cust.net.
62.115.54.154,datacamp-ic-382487.ip.twelve99-cust.net.
62.115.55.189,imperva-ic-377662.ip.twelve99-cust.net.
62.115.61.45,haproxy-ic-328239.ip.twelve99-cust.net.
62.115.8.166,sjo-b23-link.ip.twelve99.net.
62.140.245.200,kiev-nt-b1-ae3-vlan3831.fiord.net.
62.154.5.157,nyc-sb5-i.NYC.US.NET.DTAG.DE.
63.218.242.178,HundredGE0-0-0-7.scbr02.ldn04.as3491.net.
63.220.195.224,be10.br02.ams02.as3491.net.
63.220.198.71,63-220-198-71.static.as3491.net.
63.220.66.165,hu0-0-0-8.cr03.jnb01.as3491.net.
63.222.61.137,63-222-61-137.static.as3491.net.
64.125.20.42,ae19.mpr1.tor3.ca.zip.zayo.com.
64.125.21.159,ae16.mpr1.man1.uk.zip.zayo.com.
64.125.22.228,ae2.cs4.ord2.us.zip.zayo.com.
64.125.28.47,ae8.cr2.lax20.us.zip.zayo.com.
64.125.29.163,ae0.mpr2.sin1.sg.zip.zayo.com.
64.125.31.9,ae2.mcs1.den5.us.eth.zayo.com.
64.130.60.22,po1.er100a-ewr1-bb.teraswitch.com.
64.185.179.179,live-b.bitgravity.com.
64.47.128.100,host-64-47-128-100.masergy.com.
64.88.245.119,cust-reflected-svc05102.ip.reflected.net.
64.94.32.7,border3.et-4-0-2-bbnet3.chg.us.unitasglobal.net.
65.29.17.181,lag-1.wevlohoh04h.netops.charter.com.
67.220.128.206,ip4.gtt.net.
68.1.4.252,langbprj01-ae2.rd.la.cox.net.
68.1.4.41,chgobbrj01-ae0.rd.ch.cox.net.
72.129.1.245,lag-9-10.mcr01lsancarc.netops.charter.com.
72.228.132.1,syn-072-228-132-001.res.spectrum.com.
72.52.92.206,100ge0-35.core2.bts1.he.net.
74.74.117.1,syn-074-074-117-001.res.spectrum.com.
77.67.81.118,ip4.gtt.net.
77.94.240.49,ve52.core02.nlri2.global-datacenter.nl.
77.95.71.77,zayo-6461.lyn.franceix.net.
78.153.192.168,ec-r01.bk3.39122.as.
78.41.51.244,r0-02.10.bw.tal.de.
79.127.192.1,vl1143.lax-cs2-core-1.cdn77.com.
80.249.212.200,ams-ix.gnc.net.
80.81.192.222,cr-fra3-iflag-18-680.x-win.dfn.de.
81.200.241.0,static-81-200-241-0.penza.com.ru.
84.116.130.66,us-was03a-rd1-ae-105-0.aorta.net.
84.116.140.182,fr-par02c-rb1-ae-1-0.aorta.net.
86.104.202.98,lulea-lla1-r11.sunet.se.
87.245.232.126,ae0-5.rt.tlp.sof.bg.retn.net.
87.245.232.79,ae22-4.rt.irx.fkt.de.retn.net.
87.245.233.72,ae6-9.rt.tnr.hki.fi.retn.net.
87.245.234.119,ae5-8.rt.irx.mrs.fr.retn.net.
89.163.136.255,lag2.edge3-dus3.bb.wiit.network.
91.190.195.93,ip195-93.seltimil.net.
93.93.250.170,et-0-0-1.cr2a.mk.de.
94.59.212.1,bba-94-59-212-1.alshamil.net.ae.
96.110.33.2,be-2111-pe11.losangeles.ca.ibone.comcast.net.
96.110.36.226,be-2301-pe01.9greatoaks.ca.ibone.comcast.net.
96.110.38.34,be-301-cr12.portland.or.ibone.comcast.net.
